From,To,From_Lat,From_Lng,To_Lat,To_Lng,Distance_KM,Time_Min,Transfers,Buses,Route_Steps
"Jntu X Rd","Police Lines",17.49672,78.39445,17.44365,78.47499,12,41,2,"198/224 → 19MB → 10JB","198/224: Jntu X Rd → Kukatpally (3 stops) | 19MB: Kukatpally → Rj College (5 stops) | 10JB: Rj College → Police Lines (2 stops)"
"Jntu X Rd","Uppal X Road",17.49672,78.39445,17.40126,78.56007,22.4,75,1,"195JW → 500","195JW: Jntu X Rd → Jagadgirigutta Bus Station (5 stops) | 500: Jagadgirigutta Bus Station → Uppal X Road (4 stops)"
"Jntu X Rd","Boats Club",17.49672,78.39445,17.42644,78.48664,15.9,54,2,"224Z/M → 113K → 5K","224Z/M: Jntu X Rd → Kukatpally (3 stops) | 113K: Kukatpally → Telephone Bhavan (7 stops) | 5K: Telephone Bhavan → Boats Club (3 stops)"
"Jntu X Rd","Womens College",17.49672,78.39445,17.38481,78.48762,16.4,56,2,"224Z/M → 113K → 127N","224Z/M: Jntu X Rd → Kukatpally (3 stops) | 113K: Kukatpally → Telephone Bhavan (7 stops) | 127N: Telephone Bhavan → Koti Bank Strret (4 stops)"
"Jntu X Rd","Hydernagar",17.49672,78.39445,17.49919,78.38352,1.3,5,0,"219/272G","219/272G: Jntu X Road → Hydernagar (2 stops)"
"Jntu X Rd","Charminar",17.49672,78.39445,17.35868,78.47403,19.8,67,3,"224Z/M → 113K → 127N → 8A","224Z/M: Jntu X Rd → Kukatpally (3 stops) | 113K: Kukatpally → Telephone Bhavan (7 stops) | 127N: Telephone Bhavan → Abids Grammar School (3 stops) | 8A: Abids Grammar School → Charminar (9 stops)"
"Jntu X Rd","Hitech City",17.49672,78.39445,17.44995,78.38257,5.6,19,0,"AJ","AJ: Jntu X Rd → Shilparamam (2 stops)"
"Jntu X Rd","Ameerpet",17.49672,78.39445,17.43155,78.44765,9.1,31,1,"224Z/M → 113K","224Z/M: Jntu X Rd → Kukatpally (3 stops) | 113K: Kukatpally → Sr Nagar (4 stops)"
"Jntu X Rd","Gandipet X Road",17.49672,78.39445,17.38500,78.33100,16.2,54,2,"AJ → 316 → 120","AJ: Jntu X Rd → Gachibowli Orr (3 stops) | 316: Gachibowli Orr → Manchirevula X Road (4 stops) | 120: Manchirevula X Road → Gandipet X Road (4 stops)"
"Jntu X Rd","Gachibowli",17.49672,78.39445,17.43966,78.36356,7.6,28,0,"AJ","AJ: Jntu X Rd → Gachibowli Orr (3 stops)"
"Jntu X Rd","Miyapur",17.49672,78.39445,17.49669,78.36077,4,14,0,"219/272G","219/272G: Jntu X Road → Miyapur (4 stops)"
"Jntu X Rd","Sr Nagar",17.49672,78.39445,17.44027,78.44260,8,27,1,"198/224 → 19MB","198/224: Jntu X Rd → Kukatpally (3 stops) | 19MB: Kukatpally → Sr Nagar (4 stops)"
"Jntu X Rd","Begumpet",17.49672,78.39445,17.10805,78.55358,56.2,191,2,"AJ → 255 → 478","AJ: Jntu X Rd → Rgi Airport (4 stops) | 255: Rgi Airport → Tukkuguda (3 stops) | 478: Tukkuguda → Begumpet (8 stops)"
"Jntu X Rd","Tolichowki",17.49672,78.39445,17.39924,78.41552,13.3,45,1,"113K/L → 49MG","113K/L: Jntu X Rd → Biodiversity (6 stops) | 49MG: Biodiversity → Tolichowki (6 stops)"
"Jntu X Rd","Kondapur",17.49672,78.39445,17.46392,78.36725,7.1,27,1,"AJ → 222A","AJ: Jntu X Rd → Shilparamam (2 stops) | 222A: Hitex → Kondapur (4 stops)"
"Jntu X Rd","Shamshabad",17.49672,78.39445,17.26205,78.38824,29.2,98,1,"AJ → 315","AJ: Jntu X Rd → Gachibowli Orr (3 stops) | 315: Gachibowli Orr → Shamshabad (4 stops)"
"Super Bazar","Secunderabad Railway Station",17.37193,78.50992,17.43426,78.50158,12.4,42,1,"72D → AA","72D: Super Bazar → Nampally Railway Station (7 stops) | AA: Nampally Railway Station → Secunderabad Railway Station (6 stops)"
"Super Bazar","Afzalgunj",17.37193,78.50992,17.37331,78.47693,3.7,13,1,"100V/208 → 277S","100V/208: Super Bazar → Mgbs Exit (3 stops) | 277S: Mgbs Exit → Afzalgunj (2 stops)"
"Super Bazar","Alugadda Bhavi",17.37193,78.50992,17.43531,78.51438,9.7,35,1,"107VS → 16/20","107VS: Moosarambagh → New Bridge (3 stops) | 16/20: New Bridge → Alugadda Bhavi (2 stops)"
"Super Bazar","Patny",17.37193,78.50992,17.44318,78.49625,11.6,39,1,"72D → 8A/67L","72D: Super Bazar → Nampally Railway Station (7 stops) | 8A/67L: Nampally Railway Station → Bata (8 stops)"
"Super Bazar","Cbs",17.37193,78.50992,17.37823,78.48168,4,14,0,"72D","72D: Super Bazar → Koti Medical College (5 stops)"
"Super Bazar","Erragadda",17.37193,78.50992,17.45617,78.43378,13.5,46,0,"72D","72D: Super Bazar → Erragadda (21 stops)"
"Super Bazar","Gajularamaram X Road",17.37193,78.50992,17.50941,78.44817,22.8,77,1,"72D → 171SM","72D: Super Bazar → Moosapet (23 stops) | 171SM: Moosapet → Gajularamaram X Road (9 stops)"
"Super Bazar","Jbs",17.37193,78.50992,17.44757,78.49664,12.3,41,2,"72D → 8A/67L → 24B","72D: Super Bazar → Nampally Railway Station (7 stops) | 8A/67L: Nampally Railway Station → Bata (8 stops) | 24B: Bata → Jbs (2 stops)"
"Super Bazar","Hayathnagar Bus Station",17.37193,78.50992,17.32732,78.60489,12.6,42,0,"72/208C","72/208C: Super Bazar → Hayathnagar Bus Station (17 stops)"
"Super Bazar","Rathifile Bus Station",17.37193,78.50992,17.43457,78.50488,9.7,33,2,"72D → 65K/123 → 2U","72D: Super Bazar → Chadarghat (3 stops) | 65K/123: Chadarghat → Kachiguda Railway Station (2 stops) | 2U: Kachiguda Railway Station → Rathifile Bus Station (13 stops)"
"Super Bazar","Nampally Public Garoaden",17.37193,78.50992,17.39628,78.47082,5.6,19,0,"72D","72D: Super Bazar → Nampally Public Garoaden (8 stops)"
"Super Bazar","Lakdikapool",17.37193,78.50992,17.40361,78.46497,6.7,23,0,"72D","72D: Super Bazar → Lakdikapool (10 stops)"
"Super Bazar","Ecil Bus Terminal",17.37193,78.50992,17.47253,78.57006,16.8,57,3,"72D → 65K/123 → 2U → 3K/251","72D: Super Bazar → Chadarghat (3 stops) | 65K/123: Chadarghat → Kachiguda Railway Station (2 stops) | 2U: Kachiguda Railway Station → Shankar Matt (3 stops) | 3K/251: Shankar Matt → Ecil Bus Terminal (18 stops)"
"Super Bazar","Secretariat",17.37193,78.50992,17.40812,78.47182,6.9,23,1,"72D → 277S","72D: Super Bazar → Nampally Railway Station (7 stops) | 277S: Nampally Railway Station → Secretariat (2 stops)"
"Super Bazar","Patancheruvu",17.37193,78.50992,17.52903,78.26428,35.1,117,0,"72D","72D: Super Bazar → Patancheruvu (48 stops)"
"Super Bazar","Darul Shifa",17.37193,78.50992,17.37327,78.48299,3.1,11,0,"100V/208","100V/208: Super Bazar → Darul Shifa (4 stops)"
"Super Bazar","Plaza",17.37193,78.50992,17.44330,78.49066,11.5,39,2,"72D → 8A/67L → 8/26S","72D: Super Bazar → Nampally Railway Station (7 stops) | 8A/67L: Nampally Railway Station → Middle Tank Bund (5 stops) | 8/26S: Middle Tank Bund → Plaza (5 stops)"
"Super Bazar","Bluesea Cafe",17.37193,78.50992,17.43713,78.50515,10,34,2,"72D → 65K/123 → 2U","72D: Super Bazar → Chadarghat (3 stops) | 65K/123: Chadarghat → Kachiguda Railway Station (2 stops) | 2U: Kachiguda Railway Station → Rathifile Bus Station (13 stops)"
"Super Bazar","Tarnaka",17.37193,78.50992,17.42571,78.53223,8.8,30,3,"72D → 65K/123 → 2U → 3K/251","72D: Super Bazar → Chadarghat (3 stops) | 65K/123: Chadarghat → Kachiguda Railway Station (2 stops) | 2U: Kachiguda Railway Station → Shankar Matt (3 stops) | 3K/251: Shankar Matt → Tarnaka (6 stops)"
"Super Bazar","Lb Nagar X Road",17.37193,78.50992,17.34699,78.55013,5.7,20,0,"72/208C","72/208C: Super Bazar → Lb Nagar X Road (8 stops)"
"Super Bazar","Lingampally Bs",17.37193,78.50992,17.49485,78.31689,28.2,95,0,"72D","72D: Super Bazar → Lingampally Bs (41 stops)"
"Super Bazar","Kukatpally",17.37193,78.50992,17.48385,78.41242,17.4,59,0,"72D","72D: Super Bazar → Kukatpally (26 stops)"
"Super Bazar","Jublee Bus Station",17.37193,78.50992,17.44761,78.49758,11.5,39,3,"72D → 65K/123 → 2U → 2J","72D: Super Bazar → Chadarghat (3 stops) | 65K/123: Chadarghat → Kachiguda Railway Station (2 stops) | 2U: Kachiguda Railway Station → Rathifile Bus Station (13 stops) | 2J: Rathifile Bus Station → Jublee Bus Station (3 stops)"
"Super Bazar","Ibrahimpatnam Bus Station",17.37193,78.50992,17.19144,78.64766,28.2,96,0,"443","443: Super Bazar → Ibrahimpatnam Bus Station (17 stops)"
"Super Bazar","Prashanth Nagar",17.37193,78.50992,17.47378,78.42698,15.6,56,0,"72D","72D: Super Bazar → Moosapet (23 stops)"
"Super Bazar","Moosapet",17.37193,78.50992,17.47081,78.42668,15.3,52,0,"72D","72D: Super Bazar → Moosapet (23 stops)"
"Super Bazar","Cherlapally Bus Stand",17.37193,78.50992,17.46329,78.61145,23.7,80,3,"72D → 65K/123 → 2U → 3K/251","72D: Super Bazar → Chadarghat (3 stops) | 65K/123: Chadarghat → Kachiguda Railway Station (2 stops) | 2U: Kachiguda Railway Station → Shankar Matt (3 stops) | 3K/251: Shankar Matt → Cherlapally Bus Stand (23 stops)"
"Super Bazar","Koti Medical College",17.37193,78.50992,17.38310,78.48282,3.5,12,0,"72D","72D: Super Bazar → Koti Medical College (5 stops)"
"Super Bazar","Chadarghat",17.37193,78.50992,17.37722,78.49302,1.9,7,0,"72D","72D: Super Bazar → Chadarghat (3 stops)"
"Super Bazar","Kachiguda X Road",17.37193,78.50992,17.39069,78.48938,4.2,14,1,"72D → 65K/123","72D: Super Bazar → Chadarghat (3 stops) | 65K/123: Chadarghat → Kachiguda Railway Station (2 stops)"
"Super Bazar","Gandimaisamma",17.37193,78.50992,17.57508,78.42319,20.1,67,1,"72/208C → 524","72/208C: Super Bazar → Hayathnagar Bus Station (17 stops) | 524: Hayathnagar Bus Station → Gandimaisamma (5 stops)"
"Super Bazar","Mehdipatnam",17.37193,78.50992,17.39527,78.43980,8.4,29,1,"72D → 116N","72D: Super Bazar → Koti Medical College (5 stops) | 116N: Koti Medical College → Mehdipatnam (8 stops)"
"Super Bazar","Bata",17.37193,78.50992,17.43600,78.49370,10.8,36,1,"72D → 8A/67L","72D: Super Bazar → Nampally Railway Station (7 stops) | 8A/67L: Nampally Railway Station → Bata (8 stops)"
"Super Bazar","Jntu X Rd",17.37193,78.50992,17.49672,78.39445,19.9,67,0,"72D","72D: Super Bazar → Jntu X Road (29 stops)"
"Super Bazar","Race Course",17.37193,78.50992,17.45076,78.48820,12.4,42,2,"72D → 8A/67L → 8/26S","72D: Super Bazar → Nampally Railway Station (7 stops) | 8A/67L: Nampally Railway Station → Middle Tank Bund (5 stops) | 8/26S: Middle Tank Bund → Race Course (6 stops)"
"Super Bazar","Punjagutta",17.37193,78.50992,17.42645,78.45141,9.7,33,0,"72D","72D: Super Bazar → Punjagutta (15 stops)"
"Super Bazar","Balanagar",17.37193,78.50992,17.46697,78.44626,18.1,61,1,"72D → 9X","72D: Super Bazar → Moosapet (23 stops) | 9X: Moosapet → Balanagar (3 stops)"
"Super Bazar","Chintal",17.37193,78.50992,17.49540,78.45210,21.2,71,1,"72D → 9X","72D: Super Bazar → Moosapet (23 stops) | 9X: Moosapet → Chintal (7 stops)"
"Super Bazar","Nanal Nagar",17.37193,78.50992,17.39620,78.42700,9.9,33,1,"72D → 216","72D: Super Bazar → Koti Medical College (5 stops) | 216: Koti Medical College → Nanal Nagar (9 stops)"
"Super Bazar","Abids Gpo",17.37193,78.50992,17.38757,78.47617,4.3,15,0,"72D","72D: Super Bazar → Abids Gpo (6 stops)"
"Super Bazar","Kachiguda Railway Station",17.37193,78.50992,17.38950,78.49726,3.3,12,1,"72D → 65K/123","72D: Super Bazar → Chadarghat (3 stops) | 65K/123: Chadarghat → Kachiguda Railway Station (2 stops)"
"Super Bazar","Ghatkesar Bus Station",17.37193,78.50992,17.45213,78.68231,23.1,79,3,"443 → 100M/K → 90D → 549","443: Super Bazar → Dilsukhnagar (2 stops) | 100M/K: Dilsukhnagar → Satya Nagar (4 stops) | 90D: Satya Nagar → Uppal X Road (4 stops) | 549: Uppal X Road → Ghatkesar Bus Station (3 stops)"
"Super Bazar","Quthbullapur X Rd",17.37193,78.50992,17.49890,78.45176,21.6,72,1,"72D → 9X","72D: Super Bazar → Moosapet (23 stops) | 9X: Moosapet → Quthbullapur X Rd (8 stops)"
"Super Bazar","Shapur Nagar",17.37193,78.50992,17.51600,78.44690,23.5,79,1,"72D → 9M/X","72D: Super Bazar → Moosapet (23 stops) | 9M/X: Moosapet → Shapur Nagar (10 stops)"
"Super Bazar","Panama Godown",17.37193,78.50992,17.33840,78.56864,8,28,1,"443 → 524","443: Super Bazar → Dwaraka Nagar Ashtalakshmi Temple (3 stops) | 524: Dwaraka Nagar Ashtalakshmi Temple → Panama Godown (5 stops)"
"Super Bazar","Gachibowli X Road",17.37193,78.50992,17.43903,78.36295,18.3,61,1,"72D → 116N/220K","72D: Super Bazar → Koti Medical College (5 stops) | 116N/220K: Koti Medical College → Gachibowli X Road (17 stops)"
"Super Bazar","Abids Grammar School",17.37193,78.50992,17.39333,78.47625,6.4,22,1,"72D → 1M/D","72D: Super Bazar → Nampally Railway Station (7 stops) | 1M/D: Nampally Railway Station → Abids Grammar School (3 stops)"
"Super Bazar","Dilsukhnagar",17.37193,78.50992,17.36862,78.52366,1.5,5,0,"72/208C","72/208C: Super Bazar → Dilsukhnagar (3 stops)"
"Super Bazar","Sathamrai",17.37193,78.50992,17.27452,78.40118,18.1,61,1,"100V/208 → 8R/251M/A","100V/208: Super Bazar → Highcourt Madina (6 stops) | 8R/251M/A: Highcourt Madina → Sathamrai (10 stops)"
"Super Bazar","Gajularam X Road",17.37193,78.50992,17.51010,78.44771,22.9,77,1,"72D → 9M/X","72D: Super Bazar → Moosapet (23 stops) | 9M/X: Moosapet → Gajularam X Road (9 stops)"
"Super Bazar","Rc Puram",17.37193,78.50992,17.51362,78.28780,32,107,0,"72D","72D: Super Bazar → Rc Puram (45 stops)"
"Super Bazar","Kphb",17.37193,78.50992,17.49456,78.40081,19.2,65,0,"72D","72D: Super Bazar → Kphb Metro Station (28 stops)"
"Super Bazar","Pisal Banda",17.37193,78.50992,17.33995,78.50379,5.2,19,1,"72D → 102/253C","72D: Super Bazar → Nalgonda X Roads (2 stops) | 102/253C: Nalgonda X Roads → Pisal Banda (9 stops)"
"Super Bazar","Police Lines",17.37193,78.50992,17.44365,78.47499,13.5,49,1,"72D → 49","72D: Super Bazar → Chinthal Basthi (11 stops) | 49: Chinthal Basthi → Prakash Nagar (10 stops)"
"Super Bazar","Uppal X Road",17.37193,78.50992,17.40126,78.56007,8.8,31,2,"443 → 100M/K → 90D","443: Super Bazar → Dilsukhnagar (2 stops) | 100M/K: Dilsukhnagar → Satya Nagar (4 stops) | 90D: Satya Nagar → Uppal X Road (4 stops)"
"Super Bazar","Boats Club",17.37193,78.50992,17.42644,78.48664,9.7,33,1,"72D → 8A/67L","72D: Super Bazar → Nampally Railway Station (7 stops) | 8A/67L: Nampally Railway Station → Boats Club (6 stops)"
"Super Bazar","Womens College",17.37193,78.50992,17.38481,78.48762,2.9,10,0,"72D","72D: Super Bazar → Womens College (4 stops)"
"Super Bazar","Hydernagar",17.37193,78.50992,17.49919,78.38352,21,71,0,"72D","72D: Super Bazar → Hydernagar (32 stops)"
"Super Bazar","Charminar",17.37193,78.50992,17.35868,78.47403,5,17,1,"100V/208 → 253M","100V/208: Super Bazar → Darul Shifa (4 stops) | 253M: Darul Shifa → Charminar (2 stops)"
"Super Bazar","Hitech City",17.37193,78.50992,17.44995,78.38257,18.6,63,1,"72D → 222A","72D: Super Bazar → Lakdikapool (10 stops) | 222A: Lakdikapool → Hitech City (16 stops)"
"Super Bazar","Ameerpet",17.37193,78.50992,17.43155,78.44765,10.4,35,0,"72D","72D: Super Bazar → Ameerpet (17 stops)"
"Super Bazar","Gandipet X Road",17.37193,78.50992,17.38500,78.33100,21.7,73,3,"72D → 216 → 65M/123 → 505","72D: Super Bazar → Koti Medical College (5 stops) | 216: Koti Medical College → Tolichowki (10 stops) | 65M/123: Tolichowki → Narsingi (9 stops) | 505: Narsingi → Gandipet X Road (4 stops)"
"Super Bazar","Gachibowli",17.37193,78.50992,17.43966,78.36356,18.4,63,1,"72D → 116N/220K","72D: Super Bazar → Koti Medical College (5 stops) | 116N/220K: Koti Medical College → Gachibowli X Road (17 stops)"
"Super Bazar","Miyapur",17.37193,78.50992,17.49669,78.36077,23.8,80,0,"72D","72D: Super Bazar → Miyapur (35 stops)"
"Super Bazar","Sr Nagar",17.37193,78.50992,17.44027,78.44260,11.9,40,0,"72D","72D: Super Bazar → Sr Nagar (19 stops)"
"Super Bazar","Begumpet",17.37193,78.50992,17.10805,78.55358,39.1,132,2,"72D → 102/253C → 478","72D: Super Bazar → Nalgonda X Roads (2 stops) | 102/253C: Nalgonda X Roads → Tukkuguda (20 stops) | 478: Tukkuguda → Begumpet (8 stops)"
"Super Bazar","Tolichowki",17.37193,78.50992,17.39924,78.41552,11.1,37,1,"72D → 216","72D: Super Bazar → Koti Medical College (5 stops) | 216: Koti Medical College → Tolichowki (10 stops)"
"Super Bazar","Kondapur",17.37193,78.50992,17.46392,78.36725,21.1,71,1,"72D → 222A","72D: Super Bazar → Lakdikapool (10 stops) | 222A: Lakdikapool → Kondapur (21 stops)"
"Super Bazar","Madhapur",17.37193,78.50992,17.63017,78.77482,33.8,114,2,"443 → 277P → 486","443: Super Bazar → Mangalpally X Road (14 stops) | 277P: Mangalpally X Road → Yeliminedu (7 stops) | 486: Yeliminedu → Madhapur (2 stops)"
"Super Bazar","Shamshabad",17.37193,78.50992,17.26205,78.38824,20.1,67,1,"100V/208 → 8R/251M/A","100V/208: Super Bazar → Highcourt Madina (6 stops) | 8R/251M/A: Highcourt Madina → Shamshabad (11 stops)"
"Race Course","Secunderabad Railway Station",17.45076,78.48820,17.43426,78.50158,2.3,8,0,"219P","219P: Race Course → Secunderabad Railway Station (3 stops)"
"Race Course","Afzalgunj",17.45076,78.48820,17.37331,78.47693,9.3,32,1,"498K → 7Z/449","498K: Race Course → Paradise (2 stops) | 7Z/449: Paradise → Afzalgunj (11 stops)"
"Race Course","Alugadda Bhavi",17.45076,78.48820,17.43531,78.51438,3.8,13,0,"29B/250C","29B/250C: Race Course → Alugaddabavi (6 stops)"
"Race Course","Patny",17.45076,78.48820,17.44318,78.49625,1.1,4,0,"186","186: Race Course → Patny (2 stops)"
"Race Course","Cbs",17.45076,78.48820,17.37823,78.48168,8.6,29,1,"498K → 7Z/449","498K: Race Course → Paradise (2 stops) | 7Z/449: Paradise → Cbs (10 stops)"
"Race Course","Erragadda",17.45076,78.48820,17.45617,78.43378,8.2,28,0,"10MN","10MN: Plaza → Erragadda (5 stops)"
"Race Course","Gajularamaram X Road",17.45076,78.48820,17.50941,78.44817,10.1,34,0,"250C/30","250C/30: Race Course → Gajularamaram X Road (14 stops)"
"Race Course","Jbs",17.45076,78.48820,17.44757,78.49664,1.5,6,0,"186","186: Race Course → Patny (2 stops)"
"Race Course","Hayathnagar Bus Station",17.45076,78.48820,17.32732,78.60489,22.4,75,2,"29B/250C → 113T/L → 290U/F","29B/250C: Race Course → Tarnaka (8 stops) | 113T/L: Tarnaka → Survey Of India (3 stops) | 290U/F: Survey Of India → Hayathnagar Bus Station (13 stops)"
"Race Course","Rathifile Bus Station",17.45076,78.48820,17.43457,78.50488,2.7,9,0,"219P","219P: Race Course → Secunderabad Railway Station (3 stops)"
"Race Course","Nampally Public Garoaden",17.45076,78.48820,17.39628,78.47082,10,34,2,"498K → 7Z/449 → 218I","498K: Race Course → Paradise (2 stops) | 7Z/449: Paradise → Koti Medical College (9 stops) | 218I: Koti Medical College → Nampally Public Garoaden (3 stops)"
"Race Course","Lakdikapool",17.45076,78.48820,17.40361,78.46497,6.2,21,2,"498K → 8C → 5R","498K: Race Course → Paradise (2 stops) | 8C: Paradise → Tankbund (4 stops) | 5R: Tankbund → Lakdikapool (3 stops)"
"Race Course","Ecil Bus Terminal",17.45076,78.48820,17.47253,78.57006,13.1,44,1,"29B/250C → 17D","29B/250C: Race Course → Alugaddabavi (6 stops) | 17D: Alugaddabavi → Ecil Bus Terminal (7 stops)"
"Race Course","Secretariat",17.45076,78.48820,17.40812,78.47182,5.3,18,1,"498K → 113KP","498K: Race Course → Paradise (2 stops) | 113KP: Paradise → Secretariat (5 stops)"
"Race Course","Patancheruvu",17.45076,78.48820,17.52903,78.26428,26.8,92,1,"431 → 219/272G","431: Race Course → Hydernagar (8 stops) | 219/272G: Hydernagar → Patancheruvu (14 stops)"
"Race Course","Darul Shifa",17.45076,78.48820,17.37327,78.48299,10,34,1,"498K → 7Z/449","498K: Race Course → Paradise (2 stops) | 7Z/449: Paradise → Afzalgunj (11 stops)"
"Race Course","Plaza",17.45076,78.48820,17.44330,78.49066,0.9,3,0,"",""
"Race Course","Bluesea Cafe",17.45076,78.48820,17.43713,78.50515,2.7,10,0,"29B/250C","29B/250C: Race Course → Bluesea Cafe (5 stops)"
"Race Course","Tarnaka",17.45076,78.48820,17.42571,78.53223,6,21,0,"29B/250C","29B/250C: Race Course → Tarnaka (8 stops)"
"Race Course","Lb Nagar X Road",17.45076,78.48820,17.34699,78.55013,16.3,55,2,"29B/250C → 113T/L → 290U/F","29B/250C: Race Course → Tarnaka (8 stops) | 113T/L: Tarnaka → Survey Of India (3 stops) | 290U/F: Survey Of India → Lb Nagar X Road (7 stops)"
"Race Course","Lingampally Bs",17.45076,78.48820,17.49485,78.31689,19.9,69,1,"431 → 219/272G","431: Race Course → Hydernagar (8 stops) | 219/272G: Hydernagar → Lingampally Bs (8 stops)"
"Race Course","Kukatpally",17.45076,78.48820,17.48385,78.41242,9.2,33,0,"431","431: Race Course → Kukatpally (6 stops)"
"Race Course","Jublee Bus Station",17.45076,78.48820,17.44761,78.49758,2.5,9,0,"511","511: Tadbund → Jublee Bus Station (2 stops)"
"Race Course","Ibrahimpatnam Bus Station",17.45076,78.48820,17.19144,78.64766,38.6,129,2,"29B/250C → 113T/L → 279U","29B/250C: Race Course → Tarnaka (8 stops) | 113T/L: Tarnaka → Survey Of India (3 stops) | 279U: Survey Of India → Ibrahimpatnam Bus Station (22 stops)"
"Race Course","Prashanth Nagar",17.45076,78.48820,17.47378,78.42698,7.3,27,0,"431","431: Race Course → Prashanth Nagar (5 stops)"
"Race Course","Moosapet",17.45076,78.48820,17.47081,78.42668,7.5,28,0,"431","431: Race Course → Prashanth Nagar (5 stops)"
"Race Course","Cherlapally Bus Stand",17.45076,78.48820,17.46329,78.61145,16.5,56,0,"29B/250C","29B/250C: Race Course → Cherlapally Bus Stand (23 stops)"
"Race Course","Koti Medical College",17.45076,78.48820,17.38310,78.48282,8,27,1,"498K → 7Z/449","498K: Race Course → Paradise (2 stops) | 7Z/449: Paradise → Koti Medical College (9 stops)"
"Race Course","Chadarghat",17.45076,78.48820,17.37722,78.49302,9.4,32,2,"498K → 7Z/449 → 277MP","498K: Race Course → Paradise (2 stops) | 7Z/449: Paradise → Abids Grammar School (7 stops) | 277MP: Abids Grammar School → Chadarghat (3 stops)"
"Race Course","Kachiguda X Road",17.45076,78.48820,17.39069,78.48938,7.9,27,2,"219P → 219 → 1J","219P: Race Course → Secunderabad Railway Station (3 stops) | 219: Secunderabad Railway Station → Rtc X Roads (6 stops) | 1J: Rtc X Roads → Kachiguda X Road (5 stops)"
"Race Course","Gandimaisamma",17.45076,78.48820,17.57508,78.42319,17.9,60,1,"250C/30 → 83/272","250C/30: Race Course → Jeedimetla Substation (16 stops) | 83/272: Jeedimetla Substation → Gandimaisamma (5 stops)"
"Race Course","Mehdipatnam",17.45076,78.48820,17.39527,78.43980,9.1,31,2,"498K → 8C → 5R","498K: Race Course → Paradise (2 stops) | 8C: Paradise → Tankbund (4 stops) | 5R: Tankbund → Mehdipatnam (7 stops)"
"Race Course","Bata",17.45076,78.48820,17.43600,78.49370,2,7,0,"219P","219P: Race Course → Patny (2 stops)"
"Race Course","Jntu X Rd",17.45076,78.48820,17.49672,78.39445,11.6,42,0,"431","431: Race Course → Kphb Metro Station (7 stops)"
"Race Course","Super Bazar",17.45076,78.48820,17.37193,78.50992,10.9,37,2,"498K → 7Z/449 → 277MP","498K: Race Course → Paradise (2 stops) | 7Z/449: Paradise → Abids Grammar School (7 stops) | 277MP: Abids Grammar School → Super Bazar (6 stops)"
"Race Course","Punjagutta",17.45076,78.48820,17.42645,78.45141,5.8,20,1,"10K/S → 147","10K/S: Plaza → Rj College (3 stops) | 147: Rj College → Punjagutta (2 stops)"
"Race Course","Balanagar",17.45076,78.48820,17.46697,78.44626,5.2,20,0,"431","431: Race Course → Balanagar (4 stops)"
"Race Course","Chintal",17.45076,78.48820,17.49540,78.45210,8.5,29,0,"171Y","171Y: Race Course → Chintal (12 stops)"
"Race Course","Nanal Nagar",17.45076,78.48820,17.39620,78.42700,10.5,36,3,"498K → 8C → 5R → 113M/217","498K: Race Course → Paradise (2 stops) | 8C: Paradise → Tankbund (4 stops) | 5R: Tankbund → Mehdipatnam (7 stops) | 113M/217: Mehdipatnam → Nanal Nagar (2 stops)"
"Race Course","Abids Gpo",17.45076,78.48820,17.38757,78.47617,7.3,25,2,"498K → 7Z → 85M","498K: Race Course → Paradise (2 stops) | 7Z: Paradise → Basheer Bagh (6 stops) | 85M: Basheer Bagh → Abids Gpo (2 stops)"
"Race Course","Kachiguda Railway Station",17.45076,78.48820,17.38950,78.49726,8.7,30,1,"26/20 → 2V","26/20: Race Course → Musheerabad-2 Bus Depot (5 stops) | 2V: Musheerabad-2 Bus Depot → Kachiguda Station (5 stops)"
"Race Course","Ghatkesar Bus Station",17.45076,78.48820,17.45213,78.68231,24.1,81,1,"29B/250C → 500","29B/250C: Race Course → Tarnaka (8 stops) | 500: Tarnaka → Ghatkesar Bus Station (3 stops)"
"Race Course","Chengicherla",17.45076,78.48820,17.43313,78.60845,17.6,59,1,"29B/250C → 250S","29B/250C: Race Course → Mallapur Bus Stop (15 stops) | 250S: Mallapur Bus Stop → Chengicherla (5 stops)"
"Race Course","Quthbullapur X Rd",17.45076,78.48820,17.49890,78.45176,8.8,30,0,"250C/30","250C/30: Race Course → Quthbullapur X Rd (13 stops)"
"Race Course","Shapur Nagar",17.45076,78.48820,17.51600,78.44690,10.8,37,0,"250C/30","250C/30: Race Course → Gajularamaram X Road (14 stops)"
"Race Course","Panama Godown",17.45076,78.48820,17.33840,78.56864,18.3,62,2,"29B/250C → 113T/L → 290U/F","29B/250C: Race Course → Tarnaka (8 stops) | 113T/L: Tarnaka → Survey Of India (3 stops) | 290U/F: Survey Of India → Panama Godown (10 stops)"
"Race Course","Gachibowli X Road",17.45076,78.48820,17.43903,78.36295,18.4,62,2,"10MN → 10F/V → 195SP","10MN: Plaza → Erragadda (5 stops) | 10F/V: Erragadda → Tcs Deccan Park (9 stops) | 195SP: Tcs Deccan Park → Gachibowli X Road (3 stops)"
"Race Course","Abids Grammar School",17.45076,78.48820,17.39333,78.47625,6.7,23,1,"498K → 7Z/449","498K: Race Course → Paradise (2 stops) | 7Z/449: Paradise → Abids Grammar School (7 stops)"
