From,To,From_Lat,From_Lng,To_Lat,To_Lng,Distance_KM,Time_Min,Transfers,Buses,Route_Steps
"Race Course","Dilsukhnagar",17.45076,78.48820,17.36862,78.52366,14.2,48,1,"219P → 107JL","219P: Race Course → Secunderabad Railway Station (3 stops) | 107JL: Secunderabad Railway Station → Dilsukhnagar (18 stops)"
"Race Course","Sathamrai",17.45076,78.48820,17.27452,78.40118,23.7,80,2,"498K → 49M/92A → 251M/A","498K: Race Course → Paradise (2 stops) | 49M/92A: Paradise → Shivarampally (20 stops) | 251M/A: Shivarampally → Sathamrai (4 stops)"
"Race Course","Gajularam X Road",17.45076,78.48820,17.51010,78.44771,10.2,35,0,"250C/30","250C/30: Race Course → Gajularamaram X Road (14 stops)"
"Race Course","Rc Puram",17.45076,78.48820,17.51362,78.28780,23.7,82,1,"431 → 219/272G","431: Race Course → Hydernagar (8 stops) | 219/272G: Hydernagar → Rc Puram (12 stops)"
"Race Course","Kphb",17.45076,78.48820,17.49456,78.40081,11,40,0,"431","431: Race Course → Kphb Metro Station (7 stops)"
"Race Course","Pisal Banda",17.45076,78.48820,17.33995,78.50379,20.5,69,3,"498K → 7Z/449 → 8A/253M → 300/253","498K: Race Course → Paradise (2 stops) | 7Z/449: Paradise → Afzalgunj (11 stops) | 8A/253M: Afzalgunj → Barkas (8 stops) | 300/253: Barkas → Pisal Banda (3 stops)"
"Race Course","Police Lines",17.45076,78.48820,17.44365,78.47499,2.5,9,0,"10JB","10JB: Plaza → Police Lines (2 stops)"
"Race Course","Uppal X Road",17.45076,78.48820,17.40126,78.56007,10.1,34,1,"29B/250C → 500","29B/250C: Race Course → Tarnaka (8 stops) | 500: Tarnaka → Uppal X Road (2 stops)"
"Race Course","Boats Club",17.45076,78.48820,17.42644,78.48664,2.7,10,1,"498K → 8C","498K: Race Course → Paradise (2 stops) | 8C: Paradise → Boats Club (3 stops)"
"Race Course","Womens College",17.45076,78.48820,17.38481,78.48762,9.6,33,1,"26/20 → 86V","26/20: Race Course → Musheerabad-2 Bus Depot (5 stops) | 86V: Musheerabad-2 Bus Depot → Koti Maternity Hospital (7 stops)"
"Race Course","Hydernagar",17.45076,78.48820,17.49919,78.38352,12.8,45,0,"431","431: Race Course → Hydernagar (8 stops)"
"Race Course","Charminar",17.45076,78.48820,17.35868,78.47403,11.8,40,2,"498K → 7Z/449 → 253M","498K: Race Course → Paradise (2 stops) | 7Z/449: Paradise → Afzalgunj (11 stops) | 253M: Afzalgunj → Charminar (3 stops)"
"Race Course","Hitech City",17.45076,78.48820,17.44995,78.38257,14.2,48,2,"10K/S → 147 → 10HW","10K/S: Plaza → Rj College (3 stops) | 147: Rj College → Madhapur Ps (8 stops) | 10HW: Madhapur Ps → Hitech City (2 stops)"
"Race Course","Ameerpet",17.45076,78.48820,17.43155,78.44765,6.6,23,1,"10K/S → 147","10K/S: Plaza → Rj College (3 stops) | 147: Rj College → Punjagutta (2 stops)"
"Race Course","Gandipet X Road",17.45076,78.48820,17.38500,78.33100,66,224,5,"431 → 219/272G → 518 → 19S/505 → 19S/505 → 19S/505","431: Race Course → Hydernagar (8 stops) | 219/272G: Hydernagar → Patancheruvu (14 stops) | 518: Patancheruvu → Bulkapur (10 stops) | 19S/505: Bulkapur → Ibs (3 stops) | 19S/505: Ibs → Maharajpet (2 stops) | 19S/505: Maharajpet → Gandipet X Road (8 stops)"
"Race Course","Gachibowli",17.45076,78.48820,17.43966,78.36356,18.5,63,2,"10MN → 10F/V → 195SP","10MN: Plaza → Erragadda (5 stops) | 10F/V: Erragadda → Tcs Deccan Park (9 stops) | 195SP: Tcs Deccan Park → Gachibowli X Road (3 stops)"
"Race Course","Miyapur",17.45076,78.48820,17.49669,78.36077,15.5,54,1,"431 → 10MN","431: Race Course → Hydernagar (8 stops) | 10MN: Hydernagar → Miyapur (2 stops)"
"Race Course","Sr Nagar",17.45076,78.48820,17.44027,78.44260,6.6,22,0,"10MN","10MN: Plaza → Sr Nagar (4 stops)"
"Race Course","Begumpet",17.45076,78.48820,17.10805,78.55358,46.4,155,3,"498K → 7Z/449 → 8A/253M → 478","498K: Race Course → Paradise (2 stops) | 7Z/449: Paradise → Afzalgunj (11 stops) | 8A/253M: Afzalgunj → Imamguda (16 stops) | 478: Imamguda → Begumpet (7 stops)"
"Race Course","Tolichowki",17.45076,78.48820,17.39924,78.41552,11.8,40,3,"498K → 8C → 5R → 116","498K: Race Course → Paradise (2 stops) | 8C: Paradise → Tankbund (4 stops) | 5R: Tankbund → Mehdipatnam (7 stops) | 116: Mehdipatnam → Tolichowki (3 stops)"
"Race Course","Kondapur",17.45076,78.48820,17.46392,78.36725,16.8,57,2,"10K/S → 147 → 104R/127K","10K/S: Plaza → Rj College (3 stops) | 147: Rj College → Image Hospital (10 stops) | 104R/127K: Image Hospital → Kondapur (5 stops)"
"Race Course","Madhapur",17.45076,78.48820,17.63017,78.77482,44.4,148,2,"29B/250C → 17D → 546","29B/250C: Race Course → Alugaddabavi (6 stops) | 17D: Alugaddabavi → Nagaram (8 stops) | 546: Nagaram → Madhapur (13 stops)"
"Race Course","Shamshabad",17.45076,78.48820,17.26205,78.38824,25.7,86,2,"498K → 49M/92A → 251M/A","498K: Race Course → Paradise (2 stops) | 49M/92A: Paradise → Shivarampally (20 stops) | 251M/A: Shivarampally → Shamshabad (5 stops)"
"Punjagutta","Secunderabad Railway Station",17.42645,78.45141,17.43426,78.50158,6.8,23,1,"49E/22 → AC","49E/22: Punjagutta → Prakash Nagar (7 stops) | AC: Prakash Nagar → Secunderabad Railway Station (3 stops)"
"Punjagutta","Afzalgunj",17.42645,78.45141,17.37331,78.47693,6.8,25,0,"9X/230","9X/230: Punjagutta → Afzalganj Central Library (10 stops)"
"Punjagutta","Alugadda Bhavi",17.42645,78.45141,17.43531,78.51438,8.2,28,2,"49E/22 → AC → 186","49E/22: Punjagutta → Prakash Nagar (7 stops) | AC: Prakash Nagar → Secunderabad Railway Station (3 stops) | 186: Secunderabad Railway Station → Alugadda Bhavi (2 stops)"
"Punjagutta","Patny",17.42645,78.45141,17.44318,78.49625,6,20,0,"49E/22","49E/22: Punjagutta → Patny (12 stops)"
"Punjagutta","Cbs",17.42645,78.45141,17.37823,78.48168,6.4,22,0,"218I","218I: Punjagutta → Cbs (9 stops)"
"Punjagutta","Erragadda",17.42645,78.45141,17.45617,78.43378,3.5,14,0,"19PM/272","19PM/272: Punjagutta → Erragadda (3 stops)"
"Punjagutta","Gajularamaram X Road",17.42645,78.45141,17.50941,78.44817,13.2,46,1,"218I → 171SM","218I: Punjagutta → Moosapet (8 stops) | 171SM: Moosapet → Gajularamaram X Road (9 stops)"
"Punjagutta","Jbs",17.42645,78.45141,17.44757,78.49664,6.6,22,0,"49E/22","49E/22: Punjagutta → Jbs (13 stops)"
"Punjagutta","Hayathnagar Bus Station",17.42645,78.45141,17.32732,78.60489,20.9,70,2,"218I → 277MP → 524","218I: Punjagutta → Abids Grammar School (7 stops) | 277MP: Abids Grammar School → Ntr Nagar (12 stops) | 524: Ntr Nagar → Hayathnagar Bus Station (8 stops)"
"Punjagutta","Rathifile Bus Station",17.42645,78.45141,17.43457,78.50488,7.2,24,1,"49E/22 → AC","49E/22: Punjagutta → Prakash Nagar (7 stops) | AC: Prakash Nagar → Secunderabad Railway Station (3 stops)"
"Punjagutta","Nampally Public Garoaden",17.42645,78.45141,17.39628,78.47082,4,15,0,"9X/230","9X/230: Punjagutta → Public Garden (7 stops)"
"Punjagutta","Lakdikapool",17.42645,78.45141,17.40361,78.46497,2.5,9,0,"218I","218I: Punjagutta → Lakdikapool (5 stops)"
"Punjagutta","Ecil Bus Terminal",17.42645,78.45141,17.47253,78.57006,16.7,56,1,"49E/22 → 16ES","49E/22: Punjagutta → Jbs (13 stops) | 16ES: Jbs → Ecil Bus Terminal (14 stops)"
"Punjagutta","Secretariat",17.42645,78.45141,17.40812,78.47182,3.5,12,0,"83/272","83/272: Punjagutta → Secretariat (7 stops)"
"Punjagutta","Patancheruvu",17.42645,78.45141,17.52903,78.26428,25.4,86,0,"218I","218I: Punjagutta → Patancheruvu (28 stops)"
"Punjagutta","Darul Shifa",17.42645,78.45141,17.37327,78.48299,7.3,25,1,"9X/230 → 9X","9X/230: Punjagutta → Osmangunj (9 stops) | 9X: Osmangunj → Darul Shifa (3 stops)"
"Punjagutta","Plaza",17.42645,78.45141,17.44330,78.49066,5.5,19,0,"49E/22","49E/22: Punjagutta → Plaza (11 stops)"
"Punjagutta","Bluesea Cafe",17.42645,78.45141,17.43713,78.50515,7.2,25,1,"49E/22 → 29J","49E/22: Punjagutta → Patny (12 stops) | 29J: Patny → Bluesea Cafe (2 stops)"
"Punjagutta","Tarnaka",17.42645,78.45141,17.42571,78.53223,10.4,35,2,"49E/22 → AC → 186","49E/22: Punjagutta → Prakash Nagar (7 stops) | AC: Prakash Nagar → Secunderabad Railway Station (3 stops) | 186: Secunderabad Railway Station → Tarnaka (3 stops)"
"Punjagutta","Lb Nagar X Road",17.42645,78.45141,17.34699,78.55013,15,52,1,"218I → 277MP","218I: Punjagutta → Abids Grammar School (7 stops) | 277MP: Abids Grammar School → Lb Nagar (14 stops)"
"Punjagutta","Lingampally Bs",17.42645,78.45141,17.49485,78.31689,18.6,63,0,"218I","218I: Punjagutta → Lingampally Bs (22 stops)"
"Punjagutta","Kukatpally",17.42645,78.45141,17.48385,78.41242,7.8,28,0,"19PM/272","19PM/272: Punjagutta → Kukatpally (5 stops)"
"Punjagutta","Jublee Bus Station",17.42645,78.45141,17.44761,78.49758,6.8,26,0,"49E/22","49E/22: Punjagutta → Jbs (13 stops)"
"Punjagutta","Ibrahimpatnam Bus Station",17.42645,78.45141,17.19144,78.64766,37.9,127,1,"218I → 277MP","218I: Punjagutta → Abids Grammar School (7 stops) | 277MP: Abids Grammar School → Ibrahimpatnam Bus Station (30 stops)"
"Punjagutta","Prashanth Nagar",17.42645,78.45141,17.47378,78.42698,6,25,0,"218I","218I: Punjagutta → Moosapet (8 stops)"
"Punjagutta","Moosapet",17.42645,78.45141,17.47081,78.42668,5.7,21,0,"218I","218I: Punjagutta → Moosapet (8 stops)"
"Punjagutta","Cherlapally Bus Stand",17.42645,78.45141,17.46329,78.61145,22.2,75,2,"49E/22 → 16ES → 250X","49E/22: Punjagutta → Jbs (13 stops) | 16ES: Jbs → Ecil Bus Terminal (14 stops) | 250X: Ecil Bus Terminal → Cherlapally Bus Stand (7 stops)"
"Punjagutta","Koti Medical College",17.42645,78.45141,17.38310,78.48282,5.9,20,0,"218I","218I: Punjagutta → Koti Medical College (8 stops)"
"Punjagutta","Chadarghat",17.42645,78.45141,17.37722,78.49302,7.5,26,0,"218I","218I: Punjagutta → Chadarghat (10 stops)"
"Punjagutta","Kachiguda X Road",17.42645,78.45141,17.39069,78.48938,8.7,31,0,"83/272","83/272: Punjagutta → Kachiguda X Road (18 stops)"
"Punjagutta","Gandimaisamma",17.42645,78.45141,17.57508,78.42319,21.1,72,1,"218I → 83/272","218I: Punjagutta → Moosapet (8 stops) | 83/272: Moosapet → Gandimaisamma (15 stops)"
"Punjagutta","Mehdipatnam",17.42645,78.45141,17.39527,78.43980,3.9,15,0,"19KA","19KA: Punjagutta → Mehdipatnam (3 stops)"
"Punjagutta","Bata",17.42645,78.45141,17.43600,78.49370,7.3,25,1,"83/272 → 5K","83/272: Punjagutta → Telephone Bhavan (6 stops) | 5K: Telephone Bhavan → Bata (4 stops)"
"Punjagutta","Jntu X Rd",17.42645,78.45141,17.49672,78.39445,10.3,36,0,"218I","218I: Punjagutta → Jntu X Road (12 stops)"
"Punjagutta","Super Bazar",17.42645,78.45141,17.37193,78.50992,8.8,30,1,"218I → 277MP","218I: Punjagutta → Abids Grammar School (7 stops) | 277MP: Abids Grammar School → Super Bazar (6 stops)"
"Punjagutta","Race Course",17.42645,78.45141,17.45076,78.48820,6.3,22,0,"49E/22","49E/22: Punjagutta → Plaza (11 stops)"
"Punjagutta","Balanagar",17.42645,78.45141,17.46697,78.44626,8.5,30,1,"218I → 9X","218I: Punjagutta → Moosapet (8 stops) | 9X: Moosapet → Balanagar (3 stops)"
"Punjagutta","Chintal",17.42645,78.45141,17.49540,78.45210,11.6,40,1,"218I → 9X","218I: Punjagutta → Moosapet (8 stops) | 9X: Moosapet → Chintal (7 stops)"
"Punjagutta","Nanal Nagar",17.42645,78.45141,17.39620,78.42700,5.3,19,1,"19KA → 116G","19KA: Punjagutta → Mehdipatnam (3 stops) | 116G: Mehdipatnam → Nanal Nagar (2 stops)"
"Punjagutta","Abids Gpo",17.42645,78.45141,17.38757,78.47617,6.7,23,0,"218I","218I: Punjagutta → Abids Gpo (9 stops)"
"Punjagutta","Kachiguda Railway Station",17.42645,78.45141,17.38950,78.49726,7.5,28,0,"83/272","83/272: Punjagutta → Tourist Hotel (16 stops)"
"Punjagutta","Ghatkesar Bus Station",17.42645,78.45141,17.45213,78.68231,27.4,92,3,"83/272 → 113K → 113M → 500","83/272: Punjagutta → Telephone Bhavan (6 stops) | 113K: Telephone Bhavan → Modern Bakery (7 stops) | 113M: Modern Bakery → Uppal X Road (2 stops) | 500: Uppal X Road → Ghatkesar Bus Station (2 stops)"
"Punjagutta","Chengicherla",17.42645,78.45141,17.43313,78.60845,20.7,70,3,"83/272 → 113K → 284P → 18CR","83/272: Punjagutta → Telephone Bhavan (6 stops) | 113K: Telephone Bhavan → Uppal Bus Station (8 stops) | 284P: Uppal Bus Station → Medipally (3 stops) | 18CR: Medipally → Chengicherla (3 stops)"
"Punjagutta","Quthbullapur X Rd",17.42645,78.45141,17.49890,78.45176,12,41,1,"218I → 9X","218I: Punjagutta → Moosapet (8 stops) | 9X: Moosapet → Quthbullapur X Rd (8 stops)"
"Punjagutta","Shapur Nagar",17.42645,78.45141,17.51600,78.44690,13.9,48,1,"218I → 9M/X","218I: Punjagutta → Moosapet (8 stops) | 9M/X: Moosapet → Shapur Nagar (10 stops)"
"Punjagutta","Panama Godown",17.42645,78.45141,17.33840,78.56864,16.9,57,2,"218I → 277MP → 524","218I: Punjagutta → Abids Grammar School (7 stops) | 277MP: Abids Grammar School → Ntr Nagar (12 stops) | 524: Ntr Nagar → Panama Godown (4 stops)"
"Punjagutta","Gachibowli X Road",17.42645,78.45141,17.43903,78.36295,12.7,44,1,"147 → 10H/220","147: Punjagutta → Madhapur Ps (7 stops) | 10H/220: Madhapur Ps → Gachibowli X Road (5 stops)"
"Punjagutta","Abids Grammar School",17.42645,78.45141,17.39333,78.47625,4.5,16,0,"218I","218I: Punjagutta → Abids Grammar School (7 stops)"
"Punjagutta","Dilsukhnagar",17.42645,78.45141,17.36862,78.52366,10.4,35,1,"218I → 277MP","218I: Punjagutta → Abids Grammar School (7 stops) | 277MP: Abids Grammar School → Dilsukhnagar (8 stops)"
"Punjagutta","Sathamrai",17.42645,78.45141,17.27452,78.40118,20.2,69,1,"19KA → 92A/251S","19KA: Punjagutta → Mehdipatnam (3 stops) | 92A/251S: Mehdipatnam → Sathamrai (13 stops)"
"Punjagutta","Gajularam X Road",17.42645,78.45141,17.51010,78.44771,13.3,46,1,"218I → 9M/X","218I: Punjagutta → Moosapet (8 stops) | 9M/X: Moosapet → Gajularam X Road (9 stops)"
"Punjagutta","Rc Puram",17.42645,78.45141,17.51362,78.28780,22.4,76,0,"218I","218I: Punjagutta → Rc Puram (25 stops)"
"Punjagutta","Kphb",17.42645,78.45141,17.49456,78.40081,9.6,34,0,"218I","218I: Punjagutta → Kphb Metro Station (11 stops)"
"Punjagutta","Pisal Banda",17.42645,78.45141,17.33995,78.50379,11.8,40,3,"218I → 277MP → 277K → 460","218I: Punjagutta → Abids Grammar School (7 stops) | 277MP: Abids Grammar School → Chadarghat (3 stops) | 277K: Chadarghat → Is Sadan (5 stops) | 460: Is Sadan → Pisal Banda (3 stops)"
"Punjagutta","Police Lines",17.42645,78.45141,17.44365,78.47499,3.8,17,0,"49E/22","49E/22: Punjagutta → Prakash Nagar (7 stops)"
"Punjagutta","Uppal X Road",17.42645,78.45141,17.40126,78.56007,13.1,44,1,"83/272 → 113K","83/272: Punjagutta → Telephone Bhavan (6 stops) | 113K: Telephone Bhavan → Modern Bakery (7 stops)"
"Punjagutta","Boats Club",17.42645,78.45141,17.42644,78.48664,6,21,1,"83/272 → 5K","83/272: Punjagutta → Telephone Bhavan (6 stops) | 5K: Telephone Bhavan → Boats Club (3 stops)"
"Punjagutta","Womens College",17.42645,78.45141,17.38481,78.48762,6.2,22,1,"218I → 222","218I: Punjagutta → Abids Grammar School (7 stops) | 222: Abids Grammar School → Koti Maternity Hospital (3 stops)"
"Punjagutta","Hydernagar",17.42645,78.45141,17.49919,78.38352,11.4,40,0,"218I","218I: Punjagutta → Hydernagar (14 stops)"
"Punjagutta","Charminar",17.42645,78.45141,17.35868,78.47403,9.2,31,1,"9X/230 → 8A/253M","9X/230: Punjagutta → Osmangunj (9 stops) | 8A/253M: Osmangunj → Charminar (4 stops)"
"Punjagutta","Hitech City",17.42645,78.45141,17.44995,78.38257,8.5,30,1,"147 → 10HW","147: Punjagutta → Madhapur Ps (7 stops) | 10HW: Madhapur Ps → Hitech City (2 stops)"
"Punjagutta","Ameerpet",17.42645,78.45141,17.43155,78.44765,0.8,4,0,"",""
"Punjagutta","Gandipet X Road",17.42645,78.45141,17.38500,78.33100,15.7,54,3,"224/47D → 47L → 47YN → 505","224/47D: Punjagutta → Darga (7 stops) | 47L: Darga → Manikonda (4 stops) | 47YN: Manikonda → Narsingi (4 stops) | 505: Narsingi → Gandipet X Road (4 stops)"
"Punjagutta","Gachibowli",17.42645,78.45141,17.43966,78.36356,11.5,40,1,"147 → 10HW","147: Punjagutta → Madhapur Ps (7 stops) | 10HW: Madhapur Ps → Telecom Nagar (4 stops)"
"Punjagutta","Miyapur",17.42645,78.45141,17.49669,78.36077,14.2,49,0,"218I","218I: Punjagutta → Miyapur (17 stops)"
"Punjagutta","Sr Nagar",17.42645,78.45141,17.44027,78.44260,1.9,8,0,"19PM/272","19PM/272: Punjagutta → Sr Nagar (2 stops)"
"Punjagutta","Begumpet",17.42645,78.45141,17.10805,78.55358,43.7,146,2,"9X/230 → 8A/253M → 478","9X/230: Punjagutta → Osmangunj (9 stops) | 8A/253M: Osmangunj → Imamguda (17 stops) | 478: Imamguda → Begumpet (7 stops)"
"Punjagutta","Tolichowki",17.42645,78.45141,17.39924,78.41552,6.5,24,1,"19KA → 216","19KA: Punjagutta → Mehdipatnam (3 stops) | 216: Mehdipatnam → Tolichowki (3 stops)"
"Punjagutta","Kondapur",17.42645,78.45141,17.46392,78.36725,11.1,39,1,"147 → 104R/127K","147: Punjagutta → Image Hospital (9 stops) | 104R/127K: Image Hospital → Kondapur (5 stops)"
"Punjagutta","Madhapur",17.42645,78.45141,17.63017,78.77482,42.8,143,3,"218I → 277MP → 277P → 486","218I: Punjagutta → Abids Grammar School (7 stops) | 277MP: Abids Grammar School → Mangalpally X Road (25 stops) | 277P: Mangalpally X Road → Yeliminedu (7 stops) | 486: Yeliminedu → Madhapur (2 stops)"
"Punjagutta","Shamshabad",17.42645,78.45141,17.26205,78.38824,20.6,70,1,"19S → AC","19S: Punjagutta → Care Hospital (3 stops) | AC: Care Hospital → Shamshabad (5 stops)"
"Balanagar","Secunderabad Railway Station",17.46697,78.44626,17.43426,78.50158,7.5,27,0,"219P","219P: Balanagar → Secunderabad Railway Station (6 stops)"
"Balanagar","Afzalgunj",17.46697,78.44626,17.37331,78.47693,14.6,50,1,"219P → 251M/A","219P: Balanagar → Patny (5 stops) | 251M/A: Bata → Afzalgunj (6 stops)"
"Balanagar","Alugadda Bhavi",17.46697,78.44626,17.43531,78.51438,8.9,31,1,"219P → 186","219P: Balanagar → Secunderabad Railway Station (6 stops) | 186: Secunderabad Railway Station → Alugadda Bhavi (2 stops)"
"Balanagar","Patny",17.46697,78.44626,17.44318,78.49625,6.4,23,0,"219P","219P: Balanagar → Patny (5 stops)"
"Balanagar","Cbs",17.46697,78.44626,17.37823,78.48168,15.5,54,1,"186 → 9X/230","186: Balanagar → Prashanth Nagar (2 stops) | 9X/230: Prashanth Nagar → Cbs (19 stops)"
"Balanagar","Erragadda",17.46697,78.44626,17.45617,78.43378,4.8,18,1,"186 → 9X","186: Balanagar → Prashanth Nagar (2 stops) | 9X: Prashanth Nagar → Erragadda (4 stops)"
"Balanagar","Gajularamaram X Road",17.46697,78.44626,17.50941,78.44817,4.7,16,1,"567G → 171SM","567G: Balanagar → Chintal (3 stops) | 171SM: Chintal → Gajularamaram X Road (3 stops)"
"Balanagar","Jbs",17.46697,78.44626,17.44757,78.49664,6.2,23,0,"567G","567G: Balanagar → Jublee Bus Station (4 stops)"
"Balanagar","Hayathnagar Bus Station",17.46697,78.44626,17.32732,78.60489,27.9,95,2,"219P → 186 → 72/208C","219P: Balanagar → Secunderabad Railway Station (6 stops) | 186: Secunderabad Railway Station → Lb Nagar X Road (9 stops) | 72/208C: Lb Nagar X Road → Hayathnagar Bus Station (10 stops)"
"Balanagar","Rathifile Bus Station",17.46697,78.44626,17.43457,78.50488,7.9,28,0,"219P","219P: Balanagar → Secunderabad Railway Station (6 stops)"
"Balanagar","Nampally Public Garoaden",17.46697,78.44626,17.39628,78.47082,12.3,44,1,"186 → 9X/230","186: Balanagar → Prashanth Nagar (2 stops) | 9X/230: Prashanth Nagar → Public Garden (15 stops)"
"Balanagar","Lakdikapool",17.46697,78.44626,17.40361,78.46497,10.8,38,1,"186 → 9X/230","186: Balanagar → Prashanth Nagar (2 stops) | 9X/230: Prashanth Nagar → Lakdikapool (13 stops)"
"Balanagar","Ecil Bus Terminal",17.46697,78.44626,17.47253,78.57006,16.7,60,1,"219P → 37/8A","219P: Balanagar → Patny (5 stops) | 37/8A: Clock Tower → Ecil Bus Terminal (7 stops)"
"Balanagar","Secretariat",17.46697,78.44626,17.40812,78.47182,11.1,39,1,"219P → 8/26S","219P: Balanagar → Patny (5 stops) | 8/26S: Patny → Secretariat (6 stops)"
"Balanagar","Patancheruvu",17.46697,78.44626,17.52903,78.26428,21.6,74,3,"186 → 9EM → 224L → 300A/217","186: Balanagar → Kukatpally (3 stops) | 9EM: Kukatpally → Miyapur X Road (4 stops) | 224L: Miyapur X Road → Lingampally Bs (5 stops) | 300A/217: Lingampally Bs → Patancheruvu (5 stops)"
